disease_id,feature_id,value,count
d_inguinal_hernia,f_e_174,no,99
d_inguinal_hernia,f_e_145,yes,1
d_inguinal_hernia,f_e_145,no,99
d_inguinal_hernia,f_e_92,yes,1
d_inguinal_hernia,f_e_92,no,99
d_inguinal_hernia,f_e_192,yes,1
d_inguinal_hernia,f_e_192,no,99
d_inguinal_hernia,f_e_188,yes,1
d_inguinal_hernia,f_e_188,no,99
d_inguinal_hernia,f_e_164,yes,1
d_inguinal_hernia,f_e_164,no,99
d_inguinal_hernia,f_e_193,yes,1
d_inguinal_hernia,f_e_193,no,99
d_inguinal_hernia,f_e_168,yes,1
d_inguinal_hernia,f_e_168,no,99
d_inguinal_hernia,f_e_180,yes,1
d_inguinal_hernia,f_e_180,no,99
d_inguinal_hernia,f_e_67,yes,1
d_inguinal_hernia,f_e_67,no,99
d_inguinal_hernia,f_ant_e_78,yes,1
d_inguinal_hernia,f_ant_e_78,no,99
d_inguinal_hernia,f_ant_e_146,yes,1
d_inguinal_hernia,f_ant_e_146,no,99
d_inguinal_hernia,f_e_171,yes,1
d_inguinal_hernia,f_e_171,no,99
d_inguinal_hernia,f_e_111,yes,1
d_inguinal_hernia,f_e_111,no,99
d_inguinal_hernia,f_e_182,yes,1
d_inguinal_hernia,f_e_182,no,99
d_inguinal_hernia,f_e_103,yes,1
d_inguinal_hernia,f_e_103,no,99
d_inguinal_hernia,f_e_23,yes,1
d_inguinal_hernia,f_e_23,no,99
d_inguinal_hernia,f_ant_e_105,yes,1
d_inguinal_hernia,f_ant_e_105,no,99
d_inguinal_hernia,f_ant_e_108,yes,1
d_inguinal_hernia,f_ant_e_108,no,99
d_inguinal_hernia,f_ant_e_104,yes,1
d_inguinal_hernia,f_ant_e_104,no,99
d_inguinal_hernia,f_ant_e_79,yes,1
d_inguinal_hernia,f_ant_e_79,no,99
d_inguinal_hernia,f_ant_e_71,yes,1
d_inguinal_hernia,f_ant_e_71,no,99
d_inguinal_hernia,f_ant_e_41,yes,1
d_inguinal_hernia,f_ant_e_41,no,99
d_inguinal_hernia,f_ant_e_100,yes,1
d_inguinal_hernia,f_ant_e_100,no,99
d_inguinal_hernia,f_ant_e_69,yes,1
d_inguinal_hernia,f_ant_e_69,no,99
d_inguinal_hernia,f_ant_e_167,yes,1
d_inguinal_hernia,f_ant_e_167,no,99
d_inguinal_hernia,f_ant_e_115,yes,1
d_inguinal_hernia,f_ant_e_115,no,99
d_inguinal_hernia,f_ant_e_70,yes,35
d_inguinal_hernia,f_ant_e_70,no,65
d_inguinal_hernia,f_ant_e_10,yes,1
d_inguinal_hernia,f_ant_e_10,no,99
d_inguinal_hernia,f_ant_e_165,yes,1
d_inguinal_hernia,f_ant_e_165,no,99
d_inguinal_hernia,f_ant_e_8,yes,1
d_inguinal_hernia,f_ant_e_8,no,99
d_inguinal_hernia,f_ant_e_25,yes,1
d_inguinal_hernia,f_ant_e_25,no,99
d_inguinal_hernia,f_ant_e_184,yes,1
d_inguinal_hernia,f_ant_e_184,no,99
d_inguinal_hernia,f_ant_e_185,yes,1
d_inguinal_hernia,f_ant_e_185,no,99
d_inguinal_hernia,f_ant_e_99,yes,1
d_inguinal_hernia,f_ant_e_99,no,99
d_inguinal_hernia,f_ant_e_107,yes,1
d_inguinal_hernia,f_ant_e_107,no,99
d_inguinal_hernia,f_ant_e_226,yes,1
d_inguinal_hernia,f_ant_e_226,no,99
d_inguinal_hernia,f_ant_e_62,yes,1
d_inguinal_hernia,f_ant_e_62,no,99
d_inguinal_hernia,f_ant_e_49,yes,1
d_inguinal_hernia,f_ant_e_49,no,99
d_inguinal_hernia,f_ant_e_95,yes,1
d_inguinal_hernia,f_ant_e_95,no,99
d_inguinal_hernia,f_ant_e_204,no,85
d_inguinal_hernia,f_ant_e_204,North Africa,1
d_inguinal_hernia,f_ant_e_204,West Africa,1
d_inguinal_hernia,f_ant_e_204,South Africa,1
d_inguinal_hernia,f_ant_e_204,Central America,1
d_inguinal_hernia,f_ant_e_204,North America,4
d_inguinal_hernia,f_ant_e_204,South America,1
d_inguinal_hernia,f_ant_e_204,Asia,1
d_inguinal_hernia,f_ant_e_204,South East Asia,1
d_inguinal_hernia,f_ant_e_204,Caraibes,1
d_inguinal_hernia,f_ant_e_204,Europe,1
d_inguinal_hernia,f_ant_e_204,Oceania,1
d_inguinal_hernia,f_ant_e_204,absent,1
d_inguinal_hernia,f_ant_e_37,yes,1
d_inguinal_hernia,f_ant_e_37,no,99
d_inguinal_hernia,f_ant_e_153,yes,1
d_inguinal_hernia,f_ant_e_153,no,99
d_inguinal_hernia,f_ant_e_124,yes,1
d_inguinal_hernia,f_ant_e_124,no,99
d_inguinal_hernia,f_ant_e_98,yes,1
d_inguinal_hernia,f_ant_e_98,no,99
d_inguinal_hernia,f_ant_e_116,yes,1
d_inguinal_hernia,f_ant_e_116,no,99
d_inguinal_hernia,f_ant_e_48,yes,1
d_inguinal_hernia,f_ant_e_48,no,99
d_inguinal_hernia,f_ant_e_2,yes,1
d_inguinal_hernia,f_ant_e_2,no,99
d_inguinal_hernia,f_ant_e_227,yes,1
d_inguinal_hernia,f_ant_e_227,no,99
d_inguinal_hernia,f_ant_e_61,yes,1
d_inguinal_hernia,f_ant_e_61,no,99
d_inguinal_hernia,f_ant_e_47,yes,1
d_inguinal_hernia,f_ant_e_47,no,99
d_inguinal_hernia,f_ant_e_27,yes,1
d_inguinal_hernia,f_ant_e_27,no,99
d_inguinal_hernia,f_ant_e_143,yes,1
d_inguinal_hernia,f_ant_e_143,no,99
d_inguinal_hernia,f_ant_e_191,yes,1
d_inguinal_hernia,f_ant_e_191,no,99
d_inguinal_hernia,f_ant_e_208,yes,1
d_inguinal_hernia,f_ant_e_208,no,99
d_inguinal_hernia,f_ant_e_126,yes,1
d_inguinal_hernia,f_ant_e_126,no,99
d_inguinal_hernia,f_ant_e_189,yes,1
d_inguinal_hernia,f_ant_e_189,no,99
d_inguinal_hernia,f_ant_e_7,yes,1
d_inguinal_hernia,f_ant_e_7,no,99
d_inguinal_hernia,f_ant_e_24,yes,1
d_inguinal_hernia,f_ant_e_24,no,99
d_inguinal_hernia,f_ant_e_26,yes,1
d_inguinal_hernia,f_ant_e_26,no,99
d_inguinal_hernia,f_ant_e_113,yes,1
d_inguinal_hernia,f_ant_e_113,no,99
d_inguinal_hernia,f_ant_e_160,yes,58
d_inguinal_hernia,f_ant_e_160,no,42
d_inguinal_hernia,f_ant_e_28,yes,1
d_inguinal_hernia,f_ant_e_28,no,99
d_inguinal_hernia,f_ant_e_20,yes,1
d_inguinal_hernia,f_ant_e_20,no,99
d_inguinal_hernia,f_ant_e_80,yes,1
d_inguinal_hernia,f_ant_e_80,no,99
d_inguinal_hernia,f_ant_e_40,yes,1
d_inguinal_hernia,f_ant_e_40,no,99
d_inguinal_hernia,f_ant_e_0,yes,1
d_inguinal_hernia,f_ant_e_0,no,99
d_inguinal_hernia,f_ant_e_1,yes,1
d_inguinal_hernia,f_ant_e_1,no,99
d_inguinal_hernia,f_ant_e_34,yes,1
d_inguinal_hernia,f_ant_e_34,no,99
d_inguinal_hernia,f_ant_e_209,yes,1
d_inguinal_hernia,f_ant_e_209,no,99
d_inguinal_hernia,f_ant_e_139,yes,1
d_inguinal_hernia,f_ant_e_139,no,99
d_inguinal_hernia,f_ant_e_19,yes,1
d_inguinal_hernia,f_ant_e_19,no,99
d_inguinal_hernia,f_ant_e_31,yes,1
d_inguinal_hernia,f_ant_e_31,no,99
d_inguinal_hernia,f_ant_e_22,yes,1
d_inguinal_hernia,f_ant_e_22,no,99
d_inguinal_hernia,f_ant_e_60,yes,1
d_inguinal_hernia,f_ant_e_60,no,99
d_inguinal_hernia,f_ant_e_35,yes,1
d_inguinal_hernia,f_ant_e_35,no,99
d_inguinal_hernia,f_ant_e_213,yes,1
d_inguinal_hernia,f_ant_e_213,no,99
d_inguinal_hernia,f_ant_e_12,yes,1
d_inguinal_hernia,f_ant_e_12,no,99
d_inguinal_hernia,f_ant_e_44,yes,1
d_inguinal_hernia,f_ant_e_44,no,99
d_inguinal_hernia,f_ant_e_4,yes,1
d_inguinal_hernia,f_ant_e_4,no,99
d_inguinal_hernia,f_ant_e_81,yes,1
d_inguinal_hernia,f_ant_e_81,no,99
d_inguinal_hernia,f_ant_e_109,yes,1
d_inguinal_hernia,f_ant_e_109,no,99
d_inguinal_hernia,f_ant_e_110,yes,1
d_inguinal_hernia,f_ant_e_110,no,99
d_inguinal_hernia,f_ant_e_17,yes,1
d_inguinal_hernia,f_ant_e_17,no,99
d_inguinal_hernia,f_ant_e_18,yes,1
d_inguinal_hernia,f_ant_e_18,no,99
d_inguinal_hernia,f_ant_e_118,yes,1
d_inguinal_hernia,f_ant_e_118,no,99
d_inguinal_hernia,f_ant_e_123,yes,1
d_inguinal_hernia,f_ant_e_123,no,99
d_inguinal_hernia,f_ant_e_207,yes,1
d_inguinal_hernia,f_ant_e_207,no,99
d_inguinal_hernia,f_ant_e_86,yes,1
d_inguinal_hernia,f_ant_e_86,no,99
d_inguinal_hernia,f_ant_e_87,yes,1
d_inguinal_hernia,f_ant_e_87,no,99
d_inguinal_hernia,f_ant_e_141,yes,1
d_inguinal_hernia,f_ant_e_141,no,99
d_inguinal_hernia,f_ant_e_11,yes,1
d_inguinal_hernia,f_ant_e_11,no,99
d_inguinal_hernia,f_ant_e_186,yes,1
d_inguinal_hernia,f_ant_e_186,no,99
d_inguinal_hernia,f_ant_e_106,yes,1
d_inguinal_hernia,f_ant_e_106,no,99
d_inguinal_hernia,f_ant_e_158,yes,1
d_inguinal_hernia,f_ant_e_158,no,99
d_inguinal_hernia,f_ant_e_187,yes,1
d_inguinal_hernia,f_ant_e_187,no,99
d_inguinal_hernia,f_ant_e_6,yes,1
d_inguinal_hernia,f_ant_e_6,no,99
d_inguinal_hernia,f_ant_e_125,yes,1
d_inguinal_hernia,f_ant_e_125,no,99
d_inguinal_hernia,f_ant_e_21,yes,1
d_inguinal_hernia,f_ant_e_21,no,99
d_inguinal_hernia,f_ant_e_222,yes,1
d_inguinal_hernia,f_ant_e_222,no,99
d_inguinal_hernia,f_ant_e_15,yes,1
d_inguinal_hernia,f_ant_e_15,no,99
d_inguinal_hernia,f_ant_e_147,yes,1
d_inguinal_hernia,f_ant_e_147,no,99
d_inguinal_hernia,f_ant_e_137,yes,1
d_inguinal_hernia,f_ant_e_137,no,99
d_inguinal_hernia,f_ant_e_149,yes,1
d_inguinal_hernia,f_ant_e_149,no,99
d_inguinal_hernia,f_ant_e_197,yes,1
d_inguinal_hernia,f_ant_e_197,no,99
d_inguinal_hernia,f_ant_e_3,yes,1
d_inguinal_hernia,f_ant_e_3,no,99
d_inguinal_hernia,f_ant_e_29,yes,1
d_inguinal_hernia,f_ant_e_29,no,99
d_inguinal_hernia,f_ant_e_225,yes,1
d_inguinal_hernia,f_ant_e_225,no,99
d_inguinal_hernia,f_ant_e_73,yes,1
d_inguinal_hernia,f_ant_e_73,no,99
d_inguinal_hernia,f_ant_e_138,yes,1
d_inguinal_hernia,f_ant_e_138,no,99
d_inguinal_hernia,f_ant_e_101,yes,1
d_inguinal_hernia,f_ant_e_101,no,99
d_inguinal_hernia,f_ant_e_46,yes,1
d_inguinal_hernia,f_ant_e_46,no,99
d_inguinal_hernia,f_ant_e_119,yes,1
d_inguinal_hernia,f_ant_e_119,no,99
d_inguinal_hernia,f_ant_e_72,yes,1
d_inguinal_hernia,f_ant_e_72,no,99
d_inguinal_hernia,f_ant_e_198,yes,1
d_inguinal_hernia,f_ant_e_198,no,99
d_inguinal_hernia,f_ant_e_200,yes,1
d_inguinal_hernia,f_ant_e_200,no,99
d_inguinal_hernia,f_ant_e_199,yes,1
d_inguinal_hernia,f_ant_e_199,no,99
d_inguinal_hernia,f_ant_e_121,yes,1
d_inguinal_hernia,f_ant_e_121,no,99
d_inguinal_hernia,f_ant_e_120,yes,1
d_inguinal_hernia,f_ant_e_120,no,99
d_inguinal_hernia,f_ant_e_142,yes,1
d_inguinal_hernia,f_ant_e_142,no,99
d_inguinal_hernia,f_ant_e_195,yes,1
d_inguinal_hernia,f_ant_e_195,no,99
d_inguinal_hernia,f_ant_e_183,yes,1
d_inguinal_hernia,f_ant_e_183,no,99
d_inguinal_hernia,f_ant_e_224,yes,1
d_inguinal_hernia,f_ant_e_224,no,99
d_inguinal_hernia,f_ant_e_223,yes,1
d_inguinal_hernia,f_ant_e_223,no,99
d_inguinal_hernia,f_ant_e_5,yes,1
d_inguinal_hernia,f_ant_e_5,no,99
d_myasthenia_gravis,f_e_91,yes,1
d_myasthenia_gravis,f_e_91,no,99
d_myasthenia_gravis,f_e_55_v_89,yes,1
d_myasthenia_gravis,f_e_55_v_89,no,99
d_myasthenia_gravis,f_e_55_v_29,yes,1
d_myasthenia_gravis,f_e_55_v_29,no,99
d_myasthenia_gravis,f_e_55_v_101,yes,1
d_myasthenia_gravis,f_e_55_v_101,no,99
d_myasthenia_gravis,f_e_55_v_55,yes,1
d_myasthenia_gravis,f_e_55_v_55,no,99
d_myasthenia_gravis,f_e_55_v_159,yes,1
d_myasthenia_gravis,f_e_55_v_159,no,99
d_myasthenia_gravis,f_e_55_v_197,yes,1
d_myasthenia_gravis,f_e_55_v_197,no,99
d_myasthenia_gravis,f_e_55_v_62,yes,1
d_myasthenia_gravis,f_e_55_v_62,no,99
d_myasthenia_gravis,f_e_55_v_166,yes,1
d_myasthenia_gravis,f_e_55_v_166,no,99
d_myasthenia_gravis,f_e_55_v_56,yes,1
d_myasthenia_gravis,f_e_55_v_56,no,99
d_myasthenia_gravis,f_e_55_v_160,yes,1
d_myasthenia_gravis,f_e_55_v_160,no,99
d_myasthenia_gravis,f_e_55_v_148,yes,1
d_myasthenia_gravis,f_e_55_v_148,no,99
d_myasthenia_gravis,f_e_55_v_167,yes,1
d_myasthenia_gravis,f_e_55_v_167,no,99
d_myasthenia_gravis,f_e_55_v_21,yes,1
d_myasthenia_gravis,f_e_55_v_21,no,99
d_myasthenia_gravis,f_e_55_v_137,yes,1
d_myasthenia_gravis,f_e_55_v_137,no,99
d_myasthenia_gravis,f_e_55_v_20,yes,1
d_myasthenia_gravis,f_e_55_v_20,no,99
d_myasthenia_gravis,f_e_55_v_108,yes,1
d_myasthenia_gravis,f_e_55_v_108,no,99
d_myasthenia_gravis,f_e_55_v_109,yes,1
d_myasthenia_gravis,f_e_55_v_109,no,99
d_myasthenia_gravis,f_e_55_v_25,yes,1
d_myasthenia_gravis,f_e_55_v_25,no,99
d_myasthenia_gravis,f_e_55_v_170,yes,1
d_myasthenia_gravis,f_e_55_v_170,no,99
d_myasthenia_gravis,f_e_55_v_33,yes,1
d_myasthenia_gravis,f_e_55_v_33,no,99
d_myasthenia_gravis,f_e_53,yes,1
d_myasthenia_gravis,f_e_53,no,99
d_myasthenia_gravis,f_e_57_v_123,yes,50
d_myasthenia_gravis,f_e_57_v_123,no,50
d_myasthenia_gravis,f_e_57_v_39,yes,1
d_myasthenia_gravis,f_e_57_v_39,no,99
d_myasthenia_gravis,f_e_57_v_30,yes,1
d_myasthenia_gravis,f_e_57_v_30,no,99
d_myasthenia_gravis,f_e_57_v_194,yes,1
d_myasthenia_gravis,f_e_57_v_194,no,99
d_myasthenia_gravis,f_e_57_v_31,yes,1
d_myasthenia_gravis,f_e_57_v_31,no,99
d_myasthenia_gravis,f_e_57_v_195,yes,1
d_myasthenia_gravis,f_e_57_v_195,no,99
d_myasthenia_gravis,f_e_57_v_33,yes,1
d_myasthenia_gravis,f_e_57_v_33,no,99
d_myasthenia_gravis,f_e_57_v_170,yes,1
d_myasthenia_gravis,f_e_57_v_170,no,99
d_myasthenia_gravis,f_e_57_v_127,yes,1
d_myasthenia_gravis,f_e_57_v_127,no,99
d_myasthenia_gravis,f_e_57_v_128,yes,1
d_myasthenia_gravis,f_e_57_v_128,no,99
d_myasthenia_gravis,f_e_57_v_171,yes,1
d_myasthenia_gravis,f_e_57_v_171,no,99
d_myasthenia_gravis,f_e_57_v_167,yes,1
d_myasthenia_gravis,f_e_57_v_167,no,99
d_myasthenia_gravis,f_e_57_v_163,yes,1
d_myasthenia_gravis,f_e_57_v_163,no,99
d_myasthenia_gravis,f_e_57_v_166,yes,1
d_myasthenia_gravis,f_e_57_v_166,no,99
d_myasthenia_gravis,f_e_57_v_89,yes,1
d_myasthenia_gravis,f_e_57_v_89,no,99
d_myasthenia_gravis,f_e_57_v_25,yes,1
d_myasthenia_gravis,f_e_57_v_25,no,99
d_myasthenia_gravis,f_e_57_v_122,yes,1
d_myasthenia_gravis,f_e_57_v_122,no,99
d_myasthenia_gravis,f_e_57_v_101,yes,1
d_myasthenia_gravis,f_e_57_v_101,no,99
d_myasthenia_gravis,f_e_57_v_56,yes,1
d_myasthenia_gravis,f_e_57_v_56,no,99
d_myasthenia_gravis,f_e_57_v_55,yes,1
d_myasthenia_gravis,f_e_57_v_55,no,99
d_myasthenia_gravis,f_e_54_v_161,yes,1
d_myasthenia_gravis,f_e_54_v_161,no,99
d_myasthenia_gravis,f_e_54_v_192,yes,1
d_myasthenia_gravis,f_e_54_v_192,no,99
d_myasthenia_gravis,f_e_54_v_179,yes,1
d_myasthenia_gravis,f_e_54_v_179,no,99
d_myasthenia_gravis,f_e_54_v_181,yes,1
d_myasthenia_gravis,f_e_54_v_181,no,99
d_myasthenia_gravis,f_e_54_v_183,yes,1
d_myasthenia_gravis,f_e_54_v_183,no,99
d_myasthenia_gravis,f_e_54_v_154,yes,1
d_myasthenia_gravis,f_e_54_v_154,no,99
d_myasthenia_gravis,f_e_54_v_198,yes,1
d_myasthenia_gravis,f_e_54_v_198,no,99
d_myasthenia_gravis,f_e_54_v_180,yes,1
d_myasthenia_gravis,f_e_54_v_180,no,99
d_myasthenia_gravis,f_e_54_v_182,yes,1
d_myasthenia_gravis,f_e_54_v_182,no,99
d_myasthenia_gravis,f_e_54_v_112,yes,1
d_myasthenia_gravis,f_e_54_v_112,no,99
d_myasthenia_gravis,f_e_54_v_193,yes,1
d_myasthenia_gravis,f_e_54_v_193,no,99
d_myasthenia_gravis,f_e_54_v_191,yes,1
d_myasthenia_gravis,f_e_54_v_191,no,99
d_myasthenia_gravis,f_e_54_v_196,yes,1
d_myasthenia_gravis,f_e_54_v_196,no,99
d_myasthenia_gravis,f_e_54_v_184,yes,1
d_myasthenia_gravis,f_e_54_v_184,no,99
d_myasthenia_gravis,f_e_54_v_71,yes,1
d_myasthenia_gravis,f_e_54_v_71,no,99
d_myasthenia_gravis,f_e_54_v_11,yes,1
d_myasthenia_gravis,f_e_54_v_11,no,99
d_myasthenia_gravis,f_e_59,0,1
d_myasthenia_gravis,f_e_59,1,1
d_myasthenia_gravis,f_e_59,2,1
d_myasthenia_gravis,f_e_59,3,1
d_myasthenia_gravis,f_e_59,4,1
d_myasthenia_gravis,f_e_59,5,1
d_myasthenia_gravis,f_e_59,6,1
d_myasthenia_gravis,f_e_59,7,1
d_myasthenia_gravis,f_e_59,8,1
d_myasthenia_gravis,f_e_59,9,1
d_myasthenia_gravis,f_e_59,10,1
d_myasthenia_gravis,f_e_59,absent,89
d_myasthenia_gravis,f_e_56,0,1
d_myasthenia_gravis,f_e_56,1,1
d_myasthenia_gravis,f_e_56,2,1
d_myasthenia_gravis,f_e_56,3,1
d_myasthenia_gravis,f_e_56,4,1
d_myasthenia_gravis,f_e_56,5,1
d_myasthenia_gravis,f_e_56,6,1
d_myasthenia_gravis,f_e_56,7,1
d_myasthenia_gravis,f_e_56,8,1
d_myasthenia_gravis,f_e_56,9,1
d_myasthenia_gravis,f_e_56,10,1
d_myasthenia_gravis,f_e_56,absent,89
d_myasthenia_gravis,f_e_58,0,1
d_myasthenia_gravis,f_e_58,1,1
d_myasthenia_gravis,f_e_58,2,1
d_myasthenia_gravis,f_e_58,3,1
d_myasthenia_gravis,f_e_58,4,1
d_myasthenia_gravis,f_e_58,5,1
d_myasthenia_gravis,f_e_58,6,1
d_myasthenia_gravis,f_e_58,7,1
d_myasthenia_gravis,f_e_58,8,1
d_myasthenia_gravis,f_e_58,9,1
d_myasthenia_gravis,f_e_58,10,1
d_myasthenia_gravis,f_e_58,absent,89
d_myasthenia_gravis,f_e_159,yes,1
d_myasthenia_gravis,f_e_159,no,99
d_myasthenia_gravis,f_e_133_v_26,yes,1
d_myasthenia_gravis,f_e_133_v_26,no,99
d_myasthenia_gravis,f_e_133_v_33,yes,1
d_myasthenia_gravis,f_e_133_v_33,no,99
d_myasthenia_gravis,f_e_133_v_31,yes,1
d_myasthenia_gravis,f_e_133_v_31,no,99
d_myasthenia_gravis,f_e_133_v_32,yes,1
d_myasthenia_gravis,f_e_133_v_32,no,99
d_myasthenia_gravis,f_e_133_v_30,yes,1
d_myasthenia_gravis,f_e_133_v_30,no,99
d_myasthenia_gravis,f_e_133_v_123,yes,50
d_myasthenia_gravis,f_e_133_v_123,no,50
d_myasthenia_gravis,f_e_133_v_34,yes,1
d_myasthenia_gravis,f_e_133_v_34,no,99
d_myasthenia_gravis,f_e_133_v_96,yes,1
d_myasthenia_gravis,f_e_133_v_96,no,99
d_myasthenia_gravis,f_e_133_v_91,yes,1
d_myasthenia_gravis,f_e_133_v_91,no,99
d_myasthenia_gravis,f_e_133_v_95,yes,1
d_myasthenia_gravis,f_e_133_v_95,no,99
d_myasthenia_gravis,f_e_133_v_90,yes,1
d_myasthenia_gravis,f_e_133_v_90,no,99
d_myasthenia_gravis,f_e_133_v_110,yes,1
d_myasthenia_gravis,f_e_133_v_110,no,99
d_myasthenia_gravis,f_e_133_v_35,yes,1
d_myasthenia_gravis,f_e_133_v_35,no,99
d_myasthenia_gravis,f_e_133_v_38,yes,1
d_myasthenia_gravis,f_e_133_v_38,no,99
d_myasthenia_gravis,f_e_133_v_111,yes,1
d_myasthenia_gravis,f_e_133_v_111,no,99
d_myasthenia_gravis,f_e_133_v_53,yes,1
d_myasthenia_gravis,f_e_133_v_53,no,99
d_myasthenia_gravis,f_e_133_v_54,yes,1
d_myasthenia_gravis,f_e_133_v_54,no,99
d_myasthenia_gravis,f_e_133_v_197,yes,1
d_myasthenia_gravis,f_e_133_v_197,no,99
d_myasthenia_gravis,f_e_133_v_87,yes,1
d_myasthenia_gravis,f_e_133_v_87,no,99
d_myasthenia_gravis,f_e_133_v_88,yes,1
d_myasthenia_gravis,f_e_133_v_88,no,99
d_myasthenia_gravis,f_e_129,yes,1
d_myasthenia_gravis,f_e_129,no,99
d_myasthenia_gravis,f_e_130,not_applicable,1
d_myasthenia_gravis,f_e_130,dark,1
d_myasthenia_gravis,f_e_130,yellow,1
d_myasthenia_gravis,f_e_130,pale,1
d_myasthenia_gravis,f_e_130,pink,1
d_myasthenia_gravis,f_e_130,red,1
d_myasthenia_gravis,f_e_130,absent,94
d_myasthenia_gravis,f_e_134,0,1
d_myasthenia_gravis,f_e_134,1,1
d_myasthenia_gravis,f_e_134,2,1
d_myasthenia_gravis,f_e_134,3,1
d_myasthenia_gravis,f_e_134,4,1
d_myasthenia_gravis,f_e_134,5,1
d_myasthenia_gravis,f_e_134,6,1
d_myasthenia_gravis,f_e_134,7,1
d_myasthenia_gravis,f_e_134,8,1
d_myasthenia_gravis,f_e_134,9,1
d_myasthenia_gravis,f_e_134,10,1
d_myasthenia_gravis,f_e_134,absent,89
d_myasthenia_gravis,f_e_132,0,1
d_myasthenia_gravis,f_e_132,1,1
d_myasthenia_gravis,f_e_132,2,1
d_myasthenia_gravis,f_e_132,3,1
d_myasthenia_gravis,f_e_132,4,1
d_myasthenia_gravis,f_e_132,5,1
d_myasthenia_gravis,f_e_132,6,1
d_myasthenia_gravis,f_e_132,7,1
d_myasthenia_gravis,f_e_132,8,1
d_myasthenia_gravis,f_e_132,9,1
d_myasthenia_gravis,f_e_132,10,1
d_myasthenia_gravis,f_e_132,absent,89
d_myasthenia_gravis,f_e_136,0,1
d_myasthenia_gravis,f_e_136,1,1
d_myasthenia_gravis,f_e_136,2,1
d_myasthenia_gravis,f_e_136,3,1
d_myasthenia_gravis,f_e_136,4,1
d_myasthenia_gravis,f_e_136,5,1
d_myasthenia_gravis,f_e_136,6,1
d_myasthenia_gravis,f_e_136,7,1
d_myasthenia_gravis,f_e_136,8,1
d_myasthenia_gravis,f_e_136,9,1
d_myasthenia_gravis,f_e_136,10,1
d_myasthenia_gravis,f_e_136,absent,89
d_myasthenia_gravis,f_e_135,no,1
d_myasthenia_gravis,f_e_135,yes,1
d_myasthenia_gravis,f_e_135,absent,98
d_myasthenia_gravis,f_e_131,no,1
d_myasthenia_gravis,f_e_131,yes,1
d_myasthenia_gravis,f_e_131,absent,98
d_myasthenia_gravis,f_e_154,yes,1
d_myasthenia_gravis,f_e_154,no,99
d_myasthenia_gravis,f_e_155,yes,1
d_myasthenia_gravis,f_e_155,no,99
d_myasthenia_gravis,f_e_210,yes,1
d_myasthenia_gravis,f_e_210,no,99
d_myasthenia_gravis,f_e_140,yes,1
d_myasthenia_gravis,f_e_140,no,99
d_myasthenia_gravis,f_e_51,yes,1
d_myasthenia_gravis,f_e_51,no,99
d_myasthenia_gravis,f_e_75,yes,1
d_myasthenia_gravis,f_e_75,no,99
d_myasthenia_gravis,f_e_89,yes,1
d_myasthenia_gravis,f_e_89,no,99
d_myasthenia_gravis,f_e_114,yes,1
d_myasthenia_gravis,f_e_114,no,99
d_myasthenia_gravis,f_e_82,yes,1
d_myasthenia_gravis,f_e_82,no,99
d_myasthenia_gravis,f_e_148,yes,1
d_myasthenia_gravis,f_e_148,no,99
d_myasthenia_gravis,f_e_94,yes,1
d_myasthenia_gravis,f_e_94,no,99
d_myasthenia_gravis,f_e_220,yes,1
d_myasthenia_gravis,f_e_220,no,99
d_myasthenia_gravis,f_e_161,yes,1
d_myasthenia_gravis,f_e_161,no,99
d_myasthenia_gravis,f_e_179,yes,1
d_myasthenia_gravis,f_e_179,no,99
d_myasthenia_gravis,f_e_162,yes,1
d_myasthenia_gravis,f_e_162,no,99
d_myasthenia_gravis,f_e_173,yes,1
d_myasthenia_gravis,f_e_173,no,99
d_myasthenia_gravis,f_e_33,yes,1
d_myasthenia_gravis,f_e_33,no,99
d_myasthenia_gravis,f_e_218,yes,1
d_myasthenia_gravis,f_e_218,no,99
d_myasthenia_gravis,f_e_93,yes,1
d_myasthenia_gravis,f_e_93,no,99
d_myasthenia_gravis,f_e_66,yes,76
d_myasthenia_gravis,f_e_66,no,24
d_myasthenia_gravis,f_e_163,yes,1
d_myasthenia_gravis,f_e_163,no,99
d_myasthenia_gravis,f_e_30,yes,1
d_myasthenia_gravis,f_e_30,no,99
d_myasthenia_gravis,f_e_127,yes,1
d_myasthenia_gravis,f_e_127,no,99
d_myasthenia_gravis,f_e_181,yes,1
d_myasthenia_gravis,f_e_181,no,99
d_myasthenia_gravis,f_e_88,yes,1
d_myasthenia_gravis,f_e_88,no,99
d_myasthenia_gravis,f_e_43,yes,1
d_myasthenia_gravis,f_e_43,no,99
d_myasthenia_gravis,f_e_156,yes,1
d_myasthenia_gravis,f_e_156,no,99
d_myasthenia_gravis,f_e_144,yes,1
d_myasthenia_gravis,f_e_144,no,99
d_myasthenia_gravis,f_e_216,yes,1
d_myasthenia_gravis,f_e_216,no,99
d_myasthenia_gravis,f_e_201,yes,1
d_myasthenia_gravis,f_e_201,no,99
d_myasthenia_gravis,f_e_217,yes,1
d_myasthenia_gravis,f_e_217,no,99
d_myasthenia_gravis,f_e_215,yes,1
d_myasthenia_gravis,f_e_215,no,99
d_myasthenia_gravis,f_e_64,yes,1
d_myasthenia_gravis,f_e_64,no,99
d_myasthenia_gravis,f_e_96,yes,1
d_myasthenia_gravis,f_e_96,no,99
d_myasthenia_gravis,f_ant_e_16,yes,1
d_myasthenia_gravis,f_ant_e_16,no,99
